wmh_ml,support_min,support_max,both_low_n,persistent_n,status,both_low_probability,both_low_lower,both_low_upper,persistent_probability,persistent_lower,persistent_upper,difference_estimate,difference_lower,difference_upper,relative_probability_ratio,ratio_lower,ratio_upper,ci
6.37721200705256,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.14395768560556113,0.11790129805257639,0.17463254510548773,0.17942609376367252,0.13811652681163802,0.22979681872541377,0.03546840815811138,-0.017977149209530578,0.08891396552575334,1.2735030324467038,0.8554960163028155,1.8957539751732602,pointwise delta + Rubin; fixed covariate distribution
6.768253249387914,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.14907171991076817,0.12342523437974347,0.178959309119825,0.18445246117437783,0.14383917932866633,0.23340678248367183,0.035380741263609655,-0.016928123106171457,0.08768960563339076,1.2668739260816604,0.8661124182962963,1.8530730084007425,pointwise delta + Rubin; fixed covariate distribution
7.149551171344401,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.15394381248272376,0.12869308190311074,0.18310777563334496,0.18919626661633412,0.14922959270750985,0.23688645501670352,0.03525245413361035,-0.016017920120519696,0.08652282838774039,1.260754677357539,0.8753680447781977,1.8158103508126842,pointwise delta + Rubin; fixed covariate distribution
7.180022275208545,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.1543284614707345,0.1291089029983041,0.18343666970351072,0.18956897027811268,0.14965225716898034,0.2371632025185456,0.03524050880737817,-0.015950171710620582,0.08643118932537691,1.2602793269380992,0.8760616242451111,1.813004859419753,pointwise delta + Rubin; fixed covariate distribution
7.6136177947314305,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.15972933714698517,0.13494150060163193,0.1880805424043147,0.1947746980177233,0.15553635480630168,0.24108594427558086,0.035045360870738104,-0.015069030371796008,0.08515975211327222,1.2537190553917588,0.8852019692676507,1.7756529294131622,pointwise delta + Rubin; fixed covariate distribution
8.070196757113647,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.16527561646638156,0.14090905114005933,0.1929095875937079,0.20006858795297366,0.1614688331291976,0.24519754522536868,0.034792971486592134,-0.01431423954357982,0.0839001825167641,1.2471929327533962,0.8933752284357994,1.7411387309602346,pointwise delta + Rubin; fixed covariate distribution
8.550977437503079,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.17096840081973574,0.14699410503129742,0.19794546016713657,0.20544944902429918,0.16742383055328205,0.24952317294188178,0.034481048204563436,-0.013719215681128064,0.08268131209025494,1.2407007812639188,0.9004086077965858,1.7095998586640069,pointwise delta + Rubin; fixed covariate distribution
9.057242687723306,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.17680861270395232,0.15317560025017596,0.20321289625029174,0.2109159547202301,0.1733725165219616,0.2540903427255537,0.034107342016277756,-0.013321045846720704,0.08153572987927621,1.2342424240895433,0.9061190765188729,1.6811856199682416,pointwise delta + Rubin; fixed covariate distribution
9.590343359266399,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.18279698506741146,0.15942900811505034,0.20873951448829747,0.21646664266599996,0.17928367498212033,0.25892830757002966,0.033669657598588504,-0.01315988512025651,0.08049920031743352,1.2278176853169789,0.9103206690549158,1.6560496972371832,pointwise delta + Rubin; fixed covariate distribution
10.151701907727047,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.18893405082169834,0.1657269043148896,0.21455519182028182,0.22209991464898926,0.18512468566874746,0.2640670530233592,0.033165863827290906,-0.013277848725983372,0.07960957638056518,1.2214263899486355,0.9128350537433945,1.634339544636217,pointwise delta + Rubin; fixed covariate distribution
10.62236505620882,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.1939533778088075,0.17078003005320783,0.21943902762866793,0.2266669994661892,0.18972716954367344,0.26841647579934086,0.0327136216573817,-0.01360193844934824,0.07902918176411164,1.2163349183633956,0.9135250408960717,1.6195184230296344,pointwise delta + Rubin; fixed covariate distribution
10.742816188295675,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.19522013258586646,0.17204008239295823,0.22069089702088793,0.2278140370945952,0.1908629152144832,0.2695358853058267,0.03259390450872872,-0.013717349435846772,0.0789051584533042,1.2150683638978577,0.9135049717894145,1.6161829158448864,pointwise delta + Rubin; fixed covariate distribution
11.365263452437873,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.2016553327321341,0.17833923449566055,0.227176957746151,0.2336071420038763,0.19646743557029228,0.2753616955632951,0.03195180927174221,-0.014518945408717704,0.07842256395220212,1.2087434339841823,0.9122091456553019,1.601672923538049,pointwise delta + Rubin; fixed covariate distribution
12.020704556424409,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.2082395238042013,0.18459705612388308,0.23404090493711918,0.2394772283619075,0.20191087184101492,0.2815670984974532,0.031237704557706192,-0.015718919174080075,0.07819432828949247,1.202451427928622,0.9088762274995206,1.5908540599697274,pointwise delta + Rubin; fixed covariate distribution
12.710888392941271,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.21497233938117305,0.19079043266923965,0.2413052374289736,0.24542216402321335,0.207171087644541,0.288168737582319,0.03044982464204031,-0.017346954023558674,0.0782466033076393,1.1961921743489718,0.9034948162132059,1.5837121500828446,pointwise delta + Rubin; fixed covariate distribution
13.437656557604495,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.22185316546133196,0.19690223634107717,0.24898557882264044,0.2514396880779437,0.21223239567056285,0.29517606947500014,0.029586522616611738,-0.019424335339903474,0.07859738057312696,1.189965502755142,0.8961169981480784,1.5801707820224926,pointwise delta + Rubin; fixed covariate distribution
14.202948262831288,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.22888113244066344,0.2029223056166894,0.25708965517370913,0.25752741369963666,0.21708606419514417,0.3025908571075676,0.028646281258973227,-0.021963025974747537,0.07925558849269398,1.1837712435445134,0.8868543321324884,1.5800952944249465,pointwise delta + Rubin; fixed covariate distribution
15.008805512178913,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.23605510776104746,0.20884741119564573,0.2656172902196325,0.2636828314725,0.22173005646662922,0.31040743474064986,0.02762772371145253,-0.024965757118259414,0.08022120454116446,1.1776092279973185,0.8758671700812775,1.5833034291441175,pointwise delta + Rubin; fixed covariate distribution
15.857378548957968,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.2433736893023543,0.214680323795697,0.2745613035131027,0.269903313193163,0.22616812239970474,0.3186136256857857,0.026529623890808707,-0.028427022656389057,0.08148627043800646,1.1714792882720453,0.8633498101899495,1.589580152393197,pointwise delta + Rubin; fixed covariate distribution
16.506395357916222,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.2488172975513841,0.2188923631578034,0.28135966726400624,0.2744927557426906,0.22928845531937248,0.3248526991898893,0.02567545819130647,-0.031242227743220226,0.08259314412583316,1.1670159066115946,0.8533475052580266,1.5959806736326916,pointwise delta + Rubin; fixed covariate distribution
16.75093159365833,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.2508351995912681,0.22042833005110934,0.2839089658970968,0.2761861161388255,0.23040848736086533,0.32719206800023715,0.025350916547557417,-0.03233467321196992,0.08303650630708476,1.1653812574008655,0.8495145773100171,1.5986935496759582,pointwise delta + Rubin; fixed covariate distribution
17.691848885496785,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.2584376808974901,0.2261016012291248,0.29364360827973673,0.2825283877906935,0.23446241409100338,0.33612167213469973,0.024090706893203417,-0.03667174047122688,0.0848531542576337,1.1593149692850877,0.8345774697081589,1.6104091552800575,pointwise delta + Rubin; fixed covariate distribution
18.682641044206832,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.2661788912850141,0.231711728966532,0.3037460701439808,0.28892717099856574,0.23834286377331698,0.34537898448808174,0.022748279713551645,-0.041418175797479195,0.08691473522458248,1.1532802586906317,0.8187469532906076,1.6245011352285763,pointwise delta + Rubin; fixed covariate distribution
19.725951769045626,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.27405630168240835,0.237270591593897,0.3141958248099492,0.29537940956945524,0.24206339290874634,0.35493932010387347,0.02132310788704686,-0.04655230405958387,0.08919851983367759,1.1472769612435287,0.8022163810988158,1.6407598458626493,pointwise delta + Rubin; fixed covariate distribution
20.82456489289271,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.282067094031475,0.2427895826888847,0.3249717503272056,0.3018819542602182,0.24563733520963435,0.3647776151280519,0.01981486022874321,-0.05205191424057891,0.09168163469806533,1.1413049134254443,0.7851597233842508,1.6589960827264574,pointwise delta + Rubin; fixed covariate distribution
21.981411810262927,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.2902081605683019,0.24827915403830736,0.3360525942548842,0.3084315691513584,0.24907725527768726,0.37486901202801837,0.01822340858305649,-0.057894996963435086,0.09434181412954806,1.1353639525692236,0.7677298990492025,1.6790427289467817,pointwise delta + Rubin; fixed covariate distribution
23.199579299053326,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.29847610428458804,0.2537485949574356,0.347417210723507,0.3150249383764974,0.2523946278147771,0.3851892235270146,0.016548834091909354,-0.06406018709007913,0.09715785527389784,1.1294539168544617,0.7500589180882029,1.700754593451649,pointwise delta + Rubin; fixed covariate distribution
24.4823177568946,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.3068672406102408,0.25920597084463765,0.3590446471349595,0.32165867317948127,0.25559968614083456,0.39571473112405536,0.014791432569240509,-0.07052698505095523,0.10010985018943624,1.1235746453030948,0.7322591422624247,1.7240071317751515,pointwise delta + Rubin; fixed covariate distribution
25.83304987408388,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.3153776003506664,0.2646581586544648,0.3709141429331698,0.32832931926876685,0.258701387589413,0.4064228702195955,0.012951718918100458,-0.07727582640465605,0.10317926424085697,1.1177259777750166,0.714425136083432,1.7486945773520763,pointwise delta + Rubin; fixed covariate distribution
27.255379766240594,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.32400293390394097,0.27011093464187735,0.3830050850806379,0.33503336443660325,0.2617074531997769,0.4172918439717614,0.011030430532662255,-0.0842880562277325,0.10634891729305701,1.111907754963715,0.6966357450990643,1.7747278462902256,pointwise delta + Rubin; fixed covariate distribution
28.7531025910537,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.3327387167742463,0.27556908508458294,0.3952969493874719,0.34176724640864026,0.2646244501411094,0.4283006969515838,0.009028529634393934,-0.09154585023089011,0.10960290949967798,1.106119818391935,0.6789561736970053,1.8020324433862698,pointwise delta + Rubin; fixed covariate distribution
30.33021467478048,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.34158015638864275,0.28103652219616143,0.4077692451961024,0.3485273608879573,0.26745789505771084,0.43942926988104253,0.006947204499314574,-0.09903211143872957,0.11292652043735872,1.1003620104073595,0.6614399333699595,1.8305464984233082,pointwise delta + Rubin; fixed covariate distribution
31.990924175516966,3.401301857120617,33.7396623116926,1067,456,ESTIMATED,0.35052220021453595,0.28651639530936485,0.4204014729199394,0.35531006975614654,0.2702123641763264,0.450658149063099,0.00478786954161059,-0.10673036104042065,0.11630610012364183,1.094634174178317,0.6441305987085326,1.8602189954668484,pointwise delta + Rubin; fixed covariate distribution
33.739662311692605,3.401301857120617,33.7396623116926,1067,456,OUTSIDE_OBSERVED_SUPPORT,,,,,,,,,,,,,
