estimate,se,lower,upper,p,df,m,within_variance,between_variance,term,scale,ratio,ratio_lower,ratio_upper
0.05316822650776586,0.18073592498909402,-0.3033019612746628,0.40963841429019454,0.768939187186898,193.08602428144027,2,0.030314686111018115,0.001567192313763538,dependent:education_3,relative_probability_ratio,1.0546070430573387,0.7383761017154472,1.5062730398264668
0.023833703889630856,0.17637007847905095,-0.32184530123958005,0.36951270901884176,0.8925054370448536,124531705.4610007,2,0.03110361711497612,1.8583118203168847e-06,dependent:education_4,relative_probability_ratio,1.0241199965571477,0.7248103089137049,1.4470293184986747
0.01766935955473574,0.17775144219487354,-0.33071715590767276,0.36605587501714426,0.9208168180347405,4656281.614444112,2,0.03158093299183444,9.761473682023146e-06,dependent:education_5,relative_probability_ratio,1.0178263861781638,0.7184083378609081,1.4420358141793674
0.1460098995076757,0.19314733707195617,-0.232764740140223,0.5247845391555744,0.44976129878009247,2154.220546749673,2,0.036502122753135954,0.0005358473765679333,dependent:cysc3,relative_probability_ratio,1.1572076437800451,0.7923399573864042,1.6900946599237379
-0.01666728180694036,0.03696277213963813,-0.08911298396939643,0.055778420355515716,0.652046650793912,18102001408709.91,2,0.001366246203127979,2.1407922006880464e-10,dependent:sbp3,relative_probability_ratio,0.9834708488489042,0.9147422165291194,1.0573633675786456
-0.02708377417347266,0.11035100298831958,-0.2433677667949612,0.18920021844801588,0.8061212049940443,236583887.1943176,2,0.012176552161725505,5.277992017424549e-07,dependent:raas_1,relative_probability_ratio,0.9732797024063216,0.7839831377813644,1.2082828487827904
-0.0717169245536124,0.15912568826369927,-0.3835975431013034,0.2401636939940786,0.6522104172762477,704675290.6958222,2,0.02532003080225196,6.359087626921466e-07,dependent:mrs3_1,relative_probability_ratio,0.9307943435459483,0.6814056083906938,1.2714572632052397
0.38228649043644314,0.15327171590844474,0.08187944737929553,0.6826935334935907,0.012625026354603176,13013149196.358257,2,0.02349201296125278,1.372908441434821e-07,dependent:mrs3_2,relative_probability_ratio,1.4656319145183918,1.0853249631741273,1.9792016048102392
0.5187842121428139,0.20613588908469452,0.11476529316237044,0.9228031311232574,0.01184563533536352,1078780573.4304657,2,0.04249071104763262,8.624807365774373e-07,dependent:mrs3_3,relative_probability_ratio,1.6799839035395583,1.121610157103257,2.5163341275735105
0.5219016240116807,0.23843351481922798,0.05458051176441081,0.9892227362589506,0.02860578931274154,53898758.62895533,2,0.05684279734787695,5.1624274493713925e-06,dependent:mrs3_4,relative_probability_ratio,1.6852292770467818,1.0560975012641451,2.6891434861044092
0.7071584558409344,0.3002626188291073,0.11865429184784715,1.2956626198340215,0.01851613435437335,2905179.871817446,2,0.09010474509542049,3.526344712885558e-05,dependent:mrs3_5,relative_probability_ratio,2.02821978649606,1.1259805903260636,3.6534159981770875
-0.0504197617491107,0.06110578882356986,-0.17018490718250834,0.06934538368428693,0.40930204228567985,1570686271.0595691,2,0.003733823212765169,6.280999036399632e-08,dependent:icv_ml,relative_probability_ratio,0.9508302185652325,0.8435088313340076,1.0718063296468516
-2.4140073070545034,0.35083302777946046,-3.101946365985307,-1.7260682481237,7.42450794458045e-12,2610.518006330394,2,0.12067480896268493,0.0016060029454791614,dead:intercept,relative_probability_ratio,0.0894560972962759,0.04496160543387907,0.17798282036990806
0.23226987524964499,0.07161415397298292,0.09190871267608267,0.3726310378232073,0.001181323646779513,52927883142.11859,2,0.005128564756935818,1.4861553524478305e-08,dead:wmh_ml,relative_probability_ratio,1.261460119759457,1.096264742438243,1.4515486744600716
-0.16590595099733516,0.20171889675916357,-0.5612680706510043,0.22945616865633398,0.4108146446956207,1379037.6557337248,2,0.04065586316077565,2.3100099305630436e-05,dead:albuminuria_1,relative_probability_ratio,0.8471259017892067,0.5704851894582947,1.2579157298782744
0.17810032249157579,0.20372530524612706,-0.22119393857195133,0.5773945835551029,0.3819995624343325,11592748900.608126,2,0.0415036145221637,2.569836426305759e-07,dead:albuminuria_2,relative_probability_ratio,1.1949451951009469,0.8015612115782875,1.781391113578578
-0.17762823763541638,0.1839911962755187,-0.5382443559084619,0.18298788063762908,0.3343359658397586,4339222260.257419,2,0.033852246395630545,3.426075105965266e-07,dead:albuminuria_3,relative_probability_ratio,0.8372536250260701,0.5837722495243767,1.200799855064066
0.1262493332045822,0.16935454323727073,-0.20567973074503526,0.45817839715419967,0.45598560562856855,1553659.8932815152,2,0.028657951362384804,1.5339968479862028e-05,dead:age,relative_probability_ratio,1.1345650177513602,0.8140937637387878,1.5811910578867556
0.28128453818412463,0.18016714187807828,-0.07183705312980282,0.6344061294980521,0.11846698127667872,886669.1578975068,2,0.032425726703270305,2.2981539496852983e-05,dead:age_rcs,relative_probability_ratio,1.324830515178956,0.9306825352625514,1.8859018273660753
0.04224560438602058,0.136636659533147,-0.22555766370980185,0.31004887248184304,0.7571831038054471,963431.0224960174,2,0.01865055613073866,1.2680398425645568e-05,dead:sex_2,relative_probability_ratio,1.0431506496659635,0.7980710393842149,1.3634917497296228
0.27151267140866764,0.19112306138935223,-0.10308171179072312,0.6461070546080584,0.15542817717117058,6842551.353935082,2,0.03651406035967767,9.309490106952359e-06,dead:smoking_2,relative_probability_ratio,1.311947495974032,0.9020532620826399,1.908098229386867
0.15891565353249432,0.19018969158186952,-0.21384930401905378,0.5316806110840424,0.4034002511235731,38170048.68383206,2,0.03616626397689886,3.903204738524441e-06,dead:smoking_3,relative_probability_ratio,1.1722390682862724,0.807470058347138,1.7017899537098529
0.054050915804991995,0.2001118664288351,-0.33816121556248147,0.44626304717246545,0.7870806378536593,5912720.538504728,2,0.040028290662810495,1.0978948547627853e-05,dead:smoking_4,relative_probability_ratio,1.055538344371408,0.7130803189864225,1.5624624138021501
0.29260935970095153,0.19768252064666159,-0.09484127102268158,0.6800599904245846,0.13882030189601333,47450443.44793738,2,0.03907270592194523,3.782031515033853e-06,dead:drinking_2,relative_probability_ratio,1.3399192617215334,0.9095172897605015,1.9739961495455993
0.15111368854843493,0.19568825782132374,-0.232428249450727,0.5346556265475968,0.4399862500827269,983572806.5600588,2,0.038292673219306066,8.140198925400442e-07,dead:drinking_3,relative_probability_ratio,1.163128884999913,0.7926066172667477,1.7068603436423742
0.24793693103436032,0.19383612188682514,-0.13197492268017402,0.6278487847488947,0.20085978235086108,12803894.170158349,2,0.03756194192841383,7.000146473533542e-06,dead:drinking_4,relative_probability_ratio,1.2813791143901634,0.876362971638339,1.8735757761715643
0.09776784793612739,0.13642563782103528,-0.16962148877649283,0.3651571846487476,0.47359725702221467,20899245780.93967,2,0.018611825910970922,8.582927024662047e-08,dead:hypertension_2,relative_probability_ratio,1.1027067597411286,0.8439842136422134,1.4407404526339362
-0.21868086054329772,0.13641387775689023,-0.4860476112984616,0.048685890211866145,0.10891987029846567,698401.0761222601,2,0.018586478893419477,1.4844767501544698e-05,dead:diabetes_2,relative_probability_ratio,0.8035781307238231,0.615052523167156,1.049890518052713
0.004818809503504791,0.13640994806959436,-0.2625401102205439,0.27217772922755346,0.9718198471961395,967782.0341375214,2,0.018588759064588296,1.2609911840755253e-05,dead:prior_stroke_2,relative_probability_ratio,1.0048304386380449,0.769095515159158,1.3128203071169642
-0.030427617836008072,0.023270345242890532,-0.0760385764670157,0.015183340794999556,0.1910294706010134,28752.34369218116,2,0.0005383154522288608,2.129010329638129e-06,dead:bmi,relative_probability_ratio,0.9700306424432289,0.9267804539541693,1.0152991933139703
-0.0020554583062922897,0.2394631797697767,-0.4754654577247121,0.47135454111212755,0.9931635104965192,140.73557212874408,2,0.052508960588582225,0.0032224359179134467,dead:education_2,relative_probability_ratio,0.9979466527015216,0.6215956626171312,1.6021629196141762
0.21629967232076813,0.22953771273402196,-0.23678380287670264,0.6693831475182389,0.3473508159324087,171.46782248568547,2,0.04866394318928387,0.0026824122519216835,dead:education_3,relative_probability_ratio,1.2414743587641335,0.789161884104913,1.953032216218793
0.1963961405531205,0.2224265233352467,-0.23955191335264542,0.6323441944588863,0.3772520429854916,6682386.9211852,2,0.049454419807615696,1.2758983592904604e-05,dead:education_4,relative_probability_ratio,1.2170089164412512,0.7869804174895483,1.8820172265813444
0.43027302540743634,0.22584217041909557,-0.015586359837318209,0.8761324106521908,0.05846590381735487,167.73465891800646,2,0.04706647773343303,0.0026254721374498473,dead:education_5,relative_probability_ratio,1.5376772912109937,0.9845344788428606,2.401593344587543
0.27586216384926965,0.23612078540986906,-0.18692811480236377,0.7386524425009031,0.2426829485718658,274144.5272056265,2,0.05564654270226276,7.098840020711546e-05,dead:cysc3,relative_probability_ratio,1.3176662294686694,0.8295033632554412,2.0931130230360657
0.028346889798472674,0.0460818495999612,-0.06197190442473918,0.11866568402168454,0.5384608596246588,3813491.584963468,2,0.0021224494398197607,7.249484891224072e-07,dead:sbp3,relative_probability_ratio,1.0287524862750277,0.9399092937124283,1.1259934177657522
0.13195675840392762,0.13612947547873694,-0.13485211095505312,0.39876562776290836,0.3323718677865899,1733160067.7307866,2,0.018530788966022296,2.9675206249800177e-07,dead:raas_1,relative_probability_ratio,1.1410589769890456,0.8738451342548343,1.4899843667122694
0.11512878887246569,0.18665116062568257,-0.25070076362651383,0.4809583413714452,0.5373583359369273,10764424170606.338,2,0.03483864514434548,7.079045914091129e-09,dead:mrs3_1,relative_probability_ratio,1.12201793169143,0.7782552189883865,1.617623895505031
0.18906652076623348,0.19064432904857173,-0.184589515725621,0.562722557258088,0.3213322812656765,25551632.44264743,2,0.03633807004000452,4.79343891704868e-06,dead:mrs3_2,relative_probability_ratio,1.2081213149655596,0.8314455091200279,1.7554453005812203
-0.0543752113403168,0.28935133274683655,-0.6214934035332564,0.5127429808526229,0.8509385275147721,607195943.6021359,2,0.08372079605053245,2.265141225379763e-06,dead:mrs3_3,relative_probability_ratio,0.9470766859143459,0.5371416690487645,1.669865327318463
0.3236622057658147,0.3026035472843805,-0.2694298485100005,0.91675426004163,0.28480318756693646,164410169062.01184,2,0.09156868099802065,1.505540464250775e-07,dead:mrs3_4,relative_probability_ratio,1.3821803357057887,0.7638148603934936,2.5011590890331417
0.39734281324668735,0.39358379077174666,-0.3740672558672488,1.1687528823606235,0.312710576737337,65281125.595813274,2,0.1548890277768033,1.2781720969838774e-05,dead:mrs3_5,relative_probability_ratio,1.4878659027743752,0.6879306429010731,3.2179769392202395
0.032276489267478364,0.07591449530573187,-0.11651318744229475,0.18106616597725148,0.6707134884746333,29996414239.685436,2,0.00576297732277814,2.218316389691695e-08,dead:icv_ml,relative_probability_ratio,1.0328030247835356,0.8900183598335247,1.1984944762280412
